Account_Level	ActiveId1	ActiveId2	ActiveId3	ActiveId4	ActivePlayerId	Assists	Ban1	Ban10	Ban10Id	Ban1Id	Ban2	Ban2Id	Ban3	Ban3Id	Ban4	Ban4Id	Ban5	Ban5Id	Ban6	Ban6Id	Ban7	Ban7Id	Ban8	Ban8Id	Ban9	Ban9Id	Camps_Cleared	Conquest_Losses	Conquest_Points	Conquest_Tier	Conquest_Wins	Damage_Bot	Damage_Done_In_Hand	Damage_Done_Magical	Damage_Done_Physical	Damage_Mitigated	Damage_Player	Damage_Taken	Damage_Taken_Magical	Damage_Taken_Physical	Deaths	Distance_Traveled	Duel_Losses	Duel_Points	Duel_Tier	Duel_Wins	Entry_Datetime	Final_Match_Level	First_Ban_Side	GodId	Gold_Earned	Gold_Per_Minute	Healing	Healing_Bot	Healing_Player_Self	ItemId1	ItemId2	ItemId3	ItemId4	ItemId5	ItemId6	Item_Active_1	Item_Active_2	Item_Active_3	Item_Active_4	Item_Purch_1	Item_Purch_2	Item_Purch_3	Item_Purch_4	Item_Purch_5	Item_Purch_6	Joust_Losses	Joust_Points	Joust_Tier	Joust_Wins	Killing_Spree	Kills_Bot	Kills_Double	Kills_Fire_Giant	Kills_First_Blood	Kills_Gold_Fury	Kills_Penta	Kills_Phoenix	Kills_Player	Kills_Quadra	Kills_Siege_Juggernaut	Kills_Single	Kills_Triple	Kills_Wild_Juggernaut	Map_Game	Mastery_Level	Match	Match_Duration	MergedPlayers	Minutes	Multi_kill_Max	Objective_Assists	PartyId	Rank_Stat_Conquest	Rank_Stat_Duel	Rank_Stat_Joust	Reference_Name	Region	Skin	SkinId	Structure_Damage	Surrendered	TaskForce	Team1Score	Team2Score	TeamId	Team_Name	Time_In_Match_Seconds	Towers_Destroyed	Wards_Placed	Win_Status	Winning_TaskForce	hasReplay	hz_gamer_tag	hz_player_name	match_queue_id	name	playerId	playerName	playerPortalId	playerPortalUserId	ret_msg
8	14150	12333	0	0	706445948	6			0	0		0		0		0		0		0		0		0		0	1	0	0	0	0	7648	337	0	10366	4418	2718	9967	7167	2800	8	189357	0	0	0	0	10/16/2019 12:00:09 AM	8		1779	7978	585	0	0	0	8547	12664	9627	9844	0	0	Blink Rune Upgrade	Relic			Transcendence	Spectral Armor	Ninja Tabi	Talisman			0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	Joust 3v3	1	974184722	0	None	13	0	0	222720	0	0	0	Thor	NA	Thor	8250	0	1	2	0	0	0		817	0	0	Winner	2	n	DFTM RedLevr	None	448	Normal: Joust	706445948	DFTM RedLevr	10	2533274997973947	None
122	9120	8844	0	0	702215855	9			0	0		0		0		0		0		0		0		0		0	2	0	0	0	0	13300	4060	22523	0	16966	9223	13813	4714	9099	2	241558	0	0	0	0	10/16/2019 12:00:09 AM	13		2260	11790	865	0	0	1244	15477	9633	7528	11116	7791	9846	Magic Shell	Blink Rune			Evolved Guardian's Blessing	Shoes of the Magi	Sovereignty	Heartward Amulet	Void Stone	Silver Talisman	0	0	0	0	6	22	1	0	0	0	0	0	7	0	0	6	0	0	Joust 3v3	99	974184722	0	None	13	2	0	164738	1556.25	1464.84375	1507.03125	Kuzenbo	NA	Crime Boss	17628	0	1	1	0	0	700015638	Iron Pugs	817	0	0	Loser	2	n	Raise Mayhem118	None	448	Normal: Joust	702215855	[IRPU]Raise Mayhem118	10	2535463027677738	None
106	9041	7672	0	0	702073464	4			0	0		0		0		0		0		0		0		0		0	1	0	0	0	0	13187	704	20978	0	3700	7791	10087	3638	6449	4	205044	0	0	0	0	10/16/2019 12:00:09 AM	12		3705	10282	755	330	0	868	15483	9634	7784	7594	9851	0	Meditation Cloak	Aegis Amulet			Evolved Mage's Blessing	Shoes of Focus	Chronos' Pendant	Gem of Isolation	Enchanted Spear		0	0	0	0	4	34	1	0	0	0	0	0	7	0	0	6	0	0	Joust 3v3	87	974184722	0	None	13	2	0	164738	0	0	1503.51563	Persephone	NA	Cute Cultivator	17667	0	1	1	0	0	700010261	BILL OF RIGHTS	817	0	0	Loser	2	n	Dravens11	TheRealOracion	448	Normal: Joust	702073464	[motp]Dravens11	10	2535437140276478	None
26	8879	12333	0	0	703786414	5			0	0		0		0		0		0		0		0		0		0	1	0	0	0	0	7794	1208	0	11401	3210	3607	9556	4997	4559	8	202799	0	0	0	0	10/16/2019 12:00:09 AM	10		2051	8156	598	0	0	0	15578	9626	7904	7574	0	0	Purification Beads	Relic			Evolved Attacker's Blessing	Warrior Tabi	Jotunn's Wrath	Balanced Blade			0	0	0	0	1	20	0	0	0	0	0	0	1	0	0	1	0	0	Joust 3v3	5	974184722	0	None	13	1	0	164738	0	0	0	Medusa	NA	Snakey Chibi	17620	0	1	1	0	0	0		817	0	0	Loser	2	n	ContraryButter	None	448	Normal: Joust	703786414	ContraryButter	10	2533274925960187	None
42	8879	14536	0	0	707853968	4			0	0		0		0		0		0		0		0		0		0	3	0	0	0	0	64123	21361	0	98320	10888	34197	35154	21992	13162	8	473893	0	0	0	0	10/16/2019 12:00:09 AM	20		2040	21191	673	0	0	4232	9626	15767	12674	7545	7575	17090	Purification Beads	Belt of Frenzy			Warrior Tabi	Transcendence	Wind Demon	Deathbringer	The Executioner	Asi	0	0	0	0	4	102	3	0	0	0	0	1	11	0	0	8	0	0	Joust 3v3	27	974184735	0	None	31	2	4	261447	0	0	0	Hou Yi	NA	Hou Yi	10865	1304	0	2	0	0	500154758	SMT Argentina	1887	0	1	Winner	2	n	T0M4T0KSTI	None	448	Normal: Joust	707853968	[ARGSM]T0M4T0KSTI	9	5947450060543464689	None
28	9041	7672	0	0	708216203	9			0	0		0		0		0		0		0		0		0		0	6	0	0	0	0	47937	2022	0	63203	34273	15266	43599	24139	19460	7	522975	0	0	0	0	10/16/2019 12:00:09 AM	18		2047	19385	616	1795	0	4402	9626	7904	7589	12666	7829	7523	Meditation Cloak	Aegis Amulet			Warrior Tabi	Jotunn's Wrath	Frostbound Hammer	Mantle of Discord	Brawler's Beat Stick	Titan's Bane	0	0	0	0	2	93	0	0	0	0	0	0	4	0	0	4	0	0	Joust 3v3	11	974184735	0	None	31	1	3	260380	0	0	0	Bellona	NA	Bellona	11126	955	0	2	0	0	500022798	Imortal Gods_PS	1887	0	0	Winner	2	n	FelipeMDG	None	448	Normal: Joust	708216203	[IMG]FelipeMDG	9	5240246326213346249	None
62	9041	14155	0	0	705646285	13			0	0		0		0		0		0		0		0		0		0	1	0	0	0	0	47141	3959	73728	0	13379	26587	42898	24381	18517	5	445155	0	0	0	0	10/16/2019 12:00:09 AM	18		1921	17997	572	15407	5894	27630	7600	8551	15579	7784	9112	9339	Meditation Cloak	Magic Shell Upgrade			Rod of Tahuti	Bancroft's Talon	Typhon's Fang	Chronos' Pendant	Shield of Regrowth	Mail of Renewal	0	0	0	0	1	97	0	0	0	0	0	1	1	0	0	1	0	0	Joust 3v3	24	974184735	0	None	31	1	3	250045	1306.00708	0	1359.375	Chang'e	NA	Bright Moon	9132	569	0	2	0	0	700244368	Hotis	1887	0	0	Winner	2	n	Its Flash Tiger	None	448	Normal: Joust	705646285	[Hotis]Its Flash Tiger	10	2535415469037770	None
42	7672	9041	0	0	708304221	7			0	0		0		0		0		0		0		0		0		0	5	0	0	0	0	67118	3104	113538	0	10254	46420	22933	7114	15819	3	528098	0	0	0	0	10/16/2019 12:00:09 AM	19		1737	19878	632	1007	0	2420	9634	16882	12670	9351	15582	7784	Aegis Amulet	Meditation Cloak			Shoes of Focus	Doom Orb	Spear of Desolation	Telkhines Ring	Soul Gem	Chronos' Pendant	0	0	0	0	6	123	2	0	0	0	0	0	8	0	0	6	0	0	Joust 3v3	7	974184735	0	None	31	2	3	182208	0	0	0	Agni	NA	Incinerator	7938	1452	0	1	0	0	700353929	thecooliest	1887	0	0	Loser	2	n	RagnarAmsMe	None	448	Normal: Joust	708304221	[GWJO]RagnarAmsMe	9	3024707904214629676	None
46	7672	8844	0	0	506245222	13			0	0		0		0		0		0		0		0		0		0	0	0	0	0	0	21627	5761	44831	0	60295	23204	34367	9770	24597	6	450345	0	0	0	0	10/16/2019 12:00:09 AM	18		2030	19586	622	15855	0	14354	9634	11110	7791	10600	14079	9338	Aegis Amulet	Blink Rune			Shoes of Focus	Lotus Crown	Void Stone	Celestial Legion Helm	Stone of Fal	Hide of the Urchin	0	0	0	0	3	44	1	0	1	0	0	0	6	0	0	4	1	0	Joust 3v3	20	974184735	0	None	31	3	2	182208	0	0	0	Sylvanus	NA	Sylvanus	10555	971	0	1	0	0	700353929	thecooliest	1887	0	0	Loser	2	n	Gee515MAN	None	448	Normal: Joust	506245222	[GWJO]Gee515MAN	9	1468889093465335811	None
15	14152	14147	0	0	708814872	11			0	0		0		0		0		0		0		0		0		0	0	0	0	0	0	44972	17351	0	70263	22779	25291	36076	9958	26118	8	443774	0	0	0	0	10/16/2019 12:00:09 AM	17		1773	19038	605	1559	0	1821	8959	9627	7910	7593	10664	7545	Meditation Cloak Upgrade	Heavenly Wings Upgrade			Runeforged Hammer	Ninja Tabi	Witchblade	Qin's Sais	Ichaival	Deathbringer	0	0	0	0	2	103	0	0	0	0	0	2	5	0	0	5	0	0	Joust 3v3	1	974184735	0	None	31	1	3	260379	0	0	0	Anhur	NA	Anhur	8207	1747	0	1	0	0	0		1887	0	1	Loser	2	n	kretos-gow3	None	448	Normal: Joust	708814872	kretos-gow3	9	2965315136537071150	None
155	8844	8879	0	0	246139	5			0	0		0		0		0		0		0		0		0		0	5	0	0	9	0	39819	9786	0	57554	5046	17735	14477	3734	10743	5	307825	12	62	15	14	10/16/2019 12:00:09 AM	15		1773	14007	742	0	0	2121	15490	15767	9627	17357	7575	9236	Blink Rune	Purification Beads			Evolved Hunter's Blessing	Transcendence	Ninja Tabi	Fail-not	The Executioner	Bloodforge	4	66	12	0	3	93	1	0	0	0	0	0	8	0	0	7	0	0	Joust 3v3	88	974184747	0	None	18	2	4	240242	1549.69519	1730.48682	1557.40784	Anhur	NA	Duke Dan de Lyons	13047	2070	0	2	0	0	21532	SunderDownUnder	1132	1	5	Winner	2	n	None	ToxicMartyr	448	Normal: Joust	246139	[SuИdЯ]ToxicMartyr	5	76561198127091099	None
156	7672	8879	0	0	3106308	5			0	0		0		0		0		0		0		0		0		0	2	0	0	0	0	33413	1158	53880	0	7157	20467	14378	4702	9676	3	349484	0	0	0	0	10/16/2019 12:00:09 AM	15		3705	13450	712	0	0	6271	8551	9633	7641	7832	7525	9860	Aegis Amulet	Purification Beads			Bancroft's Talon	Shoes of the Magi	Breastplate of Valor	Divine Ruin	Obsidian Shard	Lost Artifact	1	36	9	1	4	77	0	0	0	0	0	0	4	0	0	4	0	0	Joust 3v3	94	974184747	0	None	18	1	3	261771	0	1545.70313	1329.6593	Persephone	NA	Golden	17599	823	0	2	0	0	0		1132	0	0	Winner	2	n	None	DivineDuane	448	Normal: Joust	3106308	DivineDuane	1	None	None
129	8844	8879	0	0	10084824	6			0	0		0		0		0		0		0		0		0		0	1	0	0	0	0	16714	307	21873	0	11235	5159	11317	5318	5999	2	364805	0	0	0	0	10/16/2019 12:00:09 AM	14		2066	13287	704	0	0	1481	15477	7528	9634	11116	12666	12665	Blink Rune	Purification Beads			Evolved Guardian's Blessing	Sovereignty	Shoes of Focus	Heartward Amulet	Mantle of Discord	Gauntlet of Thebes	0	0	0	0	3	22	0	0	0	0	0	0	4	0	0	4	0	0	Joust 3v3	65	974184747	0	[{'merge_datetime': 'Feb 12 2019  3:00AM', 'playerId': '706039564', 'portalId': '10'}]	18	1	3	249224	1556.25	0	1507.03125	Khepri	NA	Chef's Special	13167	98	0	2	0	0	0		1132	0	3	Winner	2	n	None	Fdesu	448	Normal: Joust	10084824	Fdesu	5	76561198372276475	None
100	8844	14056	0	0	12555436	4			0	0		0		0		0		0		0		0		0		0	1	0	0	0	0	17692	2195	0	29160	21367	11468	24603	12278	12325	4	377394	0	0	0	0	10/16/2019 12:00:09 AM	13		1924	12753	675	0	0	6549	15481	14096	9630	7641	9836	12679	Blink Rune	Horrific Emblem			Evolved Warrior's Blessing	Blackthorn Hammer	Talaria Boots	Breastplate of Valor	Void Shield	Oni Hunter's Garb	0	0	9	0	4	38	0	0	1	0	0	0	6	0	0	6	0	0	Joust 3v3	41	974184747	0	None	18	1	0	241159	0	1533.39844	1530.27014	Tyr	NA	King Ar-Tyr	12006	0	0	1	0	0	1023243	Argetlam	1132	0	0	Loser	2	n	None	papasmurf077	448	Normal: Joust	12555436	[Yawe]papasmurf077	5	76561198004571538	None
